ml_1,mAU_1,ml_2,mAU_2
9.807158,0.367417,9.807289,0.326922
9.807782,0.367828,9.807913,0.327393
9.808407,0.367575,9.808537,0.327109
9.809031,0.367451,9.809162,0.32804
9.809656,0.36756,9.809787,0.327955
9.810281,0.367536,9.810411,0.32747
9.810905,0.367563,9.811036,0.327779
9.811529,0.368282,9.811661,0.328189
9.812154,0.368861,9.812285,0.3272
9.812778,0.368911,9.81291,0.327326
9.813403,0.368625,9.813534,0.325801
9.814028,0.36897,9.814158,0.325769
9.814652,0.369916,9.814783,0.324019
9.815277,0.371007,9.815408,0.323434
9.815902,0.370581,9.816032,0.32374
9.816525,0.369514,9.816657,0.323992
9.81715,0.369132,9.817282,0.325139
9.817775,0.369315,9.817906,0.325932
9.818399,0.370033,9.818531,0.326283
9.819024,0.369924,9.819155,0.326814
9.819649,0.36904,9.819779,0.326429
9.820273,0.368705,9.820404,0.325301
9.820898,0.368936,9.821029,0.325049
9.821522,0.369114,9.821653,0.324322
9.822146,0.368701,9.822278,0.323732
9.822771,0.369127,9.822903,0.32367
9.823396,0.369687,9.823527,0.322482
9.82402,0.370627,9.824151,0.323528
9.824645,0.371113,9.824776,0.322879
9.82527,0.370712,9.8254,0.322624
9.825894,0.369987,9.826025,0.32248
9.826519,0.369583,9.82665,0.323028
9.827143,0.369219,9.827274,0.323316
9.827767,0.36794,9.827899,0.322595
9.828392,0.367235,9.828524,0.321314
9.829017,0.367242,9.829148,0.321037
9.829641,0.367248,9.829772,0.321042
9.830266,0.367319,9.830397,0.322063
9.830891,0.367206,9.831021,0.322278
9.831515,0.366519,9.831646,0.322172
9.832139,0.366104,9.832271,0.322708
9.832764,0.365456,9.832895,0.322556
9.833388,0.366245,9.83352,0.321915
9.834013,0.365861,9.834145,0.321555
9.834638,0.366042,9.834769,0.321759
9.835262,0.366491,9.835393,0.322197
9.835887,0.365833,9.836018,0.322805
9.836512,0.366548,9.836642,0.32309
9.837136,0.366547,9.837267,0.323122
9.83776,0.36654,9.837892,0.323538
9.838385,0.366956,9.838516,0.324176
9.839009,0.366679,9.839141,0.32401
9.839634,0.367079,9.839766,0.324192
9.840259,0.367796,9.840389,0.323861
9.840883,0.368249,9.841014,0.323309
9.841508,0.367529,9.841639,0.323346
9.842133,0.367665,9.842263,0.322724
9.842756,0.367226,9.842888,0.322647
9.843381,0.366163,9.843513,0.32356
9.844006,0.366468,9.844137,0.323859
9.84463,0.367252,9.844762,0.324611
9.845255,0.367034,9.845387,0.324667
9.84588,0.366524,9.84601,0.324835
9.846504,0.365893,9.846635,0.325254
9.847129,0.365416,9.84726,0.325889
9.847753,0.365516,9.847884,0.325933
9.848377,0.365833,9.848509,0.325589
9.849002,0.366188,9.849133,0.325497
9.849627,0.365965,9.849758,0.325231
9.850251,0.366617,9.850383,0.32508
9.850876,0.367139,9.851007,0.324833
9.851501,0.36753,9.851631,0.325553
9.852125,0.367969,9.852256,0.325929
9.85275,0.368543,9.85288,0.325906
9.853374,0.368887,9.853505,0.327021
9.853998,0.368449,9.85413,0.327952
9.854623,0.367647,9.854754,0.329109
9.855247,0.367353,9.855379,0.328887
9.855872,0.367848,9.856004,0.32908
9.856497,0.368482,9.856627,0.330014
9.857121,0.369041,9.857252,0.330144
9.857746,0.369509,9.857877,0.330408
9.85837,0.369555,9.858501,0.3293
9.858994,0.369857,9.859126,0.329492
9.859619,0.370228,9.859751,0.329919
9.860244,0.37018,9.860375,0.329916
9.860868,0.370527,9.861,0.330393
9.861493,0.371183,9.861625,0.329723
9.862118,0.372009,9.862248,0.329308
9.862742,0.372899,9.862873,0.329038
9.863367,0.373517,9.863498,0.329559
9.863991,0.374458,9.864122,0.330013
9.864615,0.375247,9.864747,0.330533
9.86524,0.375877,9.865372,0.331522
9.865865,0.375987,9.865996,0.331258
9.866489,0.375516,9.866621,0.330821
9.867114,0.375805,9.867245,0.329884
9.867739,0.375416,9.867869,0.32998
9.868363,0.374823,9.868494,0.329886
9.868987,0.375386,9.869119,0.329809
9.869612,0.37564,9.869743,0.329966
9.870236,0.375983,9.870368,0.329675
9.870861,0.37634,9.870993,0.32975
9.871486,0.377119,9.871617,0.330487
9.87211,0.377669,9.872242,0.330981
9.872735,0.378652,9.872866,0.331375
9.87336,0.379593,9.87349,0.332099
9.873984,0.379952,9.874115,0.332067
9.874608,0.381205,9.87474,0.33248
9.875233,0.38204,9.875364,0.33346
9.875857,0.382174,9.875989,0.333165
9.876482,0.382905,9.876614,0.333409
9.877107,0.38345,9.877238,0.333751
9.877731,0.383685,9.877863,0.333484
9.878356,0.383822,9.878487,0.333532
9.878981,0.384176,9.879111,0.333058
9.879604,0.383776,9.879736,0.332893
9.880229,0.38381,9.880361,0.332766
9.880854,0.383902,9.880985,0.332875
9.881478,0.384308,9.88161,0.333137
9.882103,0.384099,9.882235,0.333474
9.882728,0.383764,9.882859,0.333609
9.883352,0.384141,9.883483,0.333698
9.883977,0.384312,9.884108,0.333335
9.884602,0.385178,9.884732,0.332518
9.885225,0.385775,9.885357,0.332136
9.88585,0.386079,9.885982,0.332357
9.886475,0.386063,9.886606,0.33265
9.887099,0.385984,9.887231,0.333059
9.887724,0.386142,9.887856,0.333038
9.888349,0.386176,9.88848,0.332783
9.888973,0.385592,9.889104,0.332045
9.889598,0.38562,9.889729,0.332825
9.890222,0.386428,9.890353,0.333821
9.890846,0.387056,9.890978,0.334573
9.891471,0.387124,9.891603,0.334765
9.892096,0.386997,9.892227,0.334718
9.89272,0.386493,9.892852,0.334941
9.893345,0.385675,9.893476,0.335512
9.89397,0.385865,9.894101,0.335907
9.894594,0.386113,9.894725,0.335416
9.895219,0.386537,9.89535,0.335047
9.895843,0.386336,9.895974,0.334989
9.896467,0.385892,9.896599,0.334956
9.897092,0.386441,9.897223,0.334924
9.897717,0.386341,9.897848,0.33527
9.898341,0.385898,9.898473,0.335482
9.898966,0.386331,9.899097,0.335375
9.89959,0.387709,9.899721,0.335504
9.900215,0.38766,9.900346,0.335457
9.900839,0.387434,9.90097,0.335341
9.901464,0.387088,9.901595,0.335431
9.902088,0.386827,9.90222,0.335399
9.902713,0.385392,9.902844,0.33567
9.903337,0.384292,9.903469,0.336483
9.903962,0.383477,9.904094,0.336516
9.904587,0.382746,9.904718,0.336335
9.905211,0.38292,9.905342,0.336208
9.905835,0.382183,9.905967,0.336571
9.90646,0.381438,9.906591,0.336362
9.907084,0.381764,9.907216,0.33575
9.907709,0.382083,9.907841,0.335349
9.908334,0.382328,9.908465,0.335245
9.908958,0.382958,9.90909,0.334811
9.909583,0.382921,9.909715,0.33537
9.910208,0.382599,9.910338,0.335396
9.910832,0.382691,9.910963,0.334501
9.911456,0.382631,9.911588,0.334558
9.912081,0.38242,9.912212,0.334183
9.912705,0.382279,9.912837,0.333291
9.91333,0.381764,9.913462,0.333089
9.913955,0.381937,9.914086,0.333075
9.914579,0.38224,9.914711,0.333487
9.915204,0.381662,9.915336,0.334289
9.915829,0.380383,9.915959,0.334436
9.916452,0.379877,9.916584,0.333667
9.917077,0.380802,9.917209,0.333252
9.917702,0.381216,9.917833,0.33346
9.918326,0.381105,9.918458,0.333466
9.918951,0.381393,9.919083,0.33403
9.919576,0.381084,9.919707,0.333914
9.9202,0.380748,9.920332,0.335002
9.920825,0.380958,9.920957,0.335217
9.92145,0.380885,9.92158,0.335245
9.922073,0.381002,9.922205,0.33512
9.922698,0.381817,9.92283,0.335711
9.923323,0.38249,9.923454,0.335712
9.923947,0.382541,9.924079,0.335558
9.924572,0.382402,9.924704,0.335523
9.925197,0.381927,9.925328,0.334867
9.925821,0.381548,9.925953,0.335751
9.926446,0.381994,9.926577,0.335713
9.92707,0.382327,9.927201,0.33535
9.927694,0.381974,9.927826,0.33449
9.928319,0.381416,9.928451,0.335089
9.928944,0.38154,9.929075,0.334628
9.929568,0.381587,9.9297,0.334526
9.930193,0.381256,9.930325,0.335144
9.930818,0.380301,9.930949,0.33565
9.931442,0.380004,9.931574,0.335294
9.932067,0.38048,9.932198,0.334837
9.932691,0.380273,9.932822,0.334519
9.933315,0.379866,9.933447,0.334541
9.93394,0.380042,9.934072,0.334168
9.934565,0.380508,9.934696,0.333444
9.935189,0.380823,9.935321,0.333159
9.935814,0.381285,9.935946,0.333171
9.936439,0.381739,9.93657,0.333535
9.937063,0.38246,9.937195,0.333702
9.937687,0.382684,9.937819,0.333123
9.938312,0.382452,9.938443,0.333052
9.938936,0.382463,9.939068,0.333111
9.939561,0.382002,9.939692,0.332686
9.940186,0.381643,9.940317,0.333089
9.94081,0.382216,9.940942,0.333637
9.941435,0.382754,9.941566,0.33415
9.94206,0.382972,9.942191,0.3349
9.942684,0.383506,9.942815,0.334669
9.943308,0.382319,9.943439,0.334603
9.943933,0.381704,9.944064,0.33508
9.944557,0.381863,9.944689,0.334655
9.945182,0.381685,9.945313,0.333902
9.945807,0.381012,9.945938,0.333692
9.946431,0.381273,9.946563,0.334048
9.947056,0.381458,9.947187,0.334506
9.94768,0.380904,9.947812,0.335428
9.948304,0.379819,9.948436,0.335787
9.948929,0.379418,9.94906,0.335209
9.949553,0.378783,9.949685,0.335035
9.950178,0.379004,9.95031,0.334716
9.950803,0.379565,9.950934,0.334792
9.951427,0.380682,9.951559,0.335026
9.952052,0.38115,9.952184,0.33472
9.952677,0.381661,9.952808,0.33456
9.953301,0.381345,9.953432,0.334113
9.953925,0.380846,9.954057,0.334256
9.95455,0.380765,9.954681,0.33427
9.955174,0.380677,9.955306,0.334245
9.955799,0.381593,9.955931,0.334623
9.956424,0.382637,9.956555,0.334995
9.957048,0.382757,9.95718,0.334513
9.957673,0.382052,9.957805,0.334478
9.958298,0.381583,9.958429,0.334928
9.958921,0.382239,9.959053,0.335141
9.959546,0.382734,9.959678,0.334448
9.960171,0.382442,9.960302,0.334239
9.960795,0.382032,9.960927,0.334677
9.96142,0.382202,9.961552,0.333909
9.962045,0.382432,9.962176,0.333335
9.962669,0.382023,9.962801,0.333363
9.963294,0.38104,9.963426,0.333982
9.963918,0.38058,9.96405,0.333835
9.964542,0.38059,9.964674,0.333508
9.965167,0.380725,9.965299,0.332951
9.965792,0.380862,9.965923,0.333146
9.966416,0.380998,9.966548,0.333517
9.967041,0.381005,9.967173,0.333292
9.967666,0.380782,9.967797,0.332732
9.96829,0.380047,9.968422,0.331395
9.968915,0.379705,9.969047,0.330983
9.969539,0.379502,9.96967,0.331661
9.970163,0.378825,9.970295,0.332157
9.970788,0.378434,9.97092,0.331617
9.971413,0.378352,9.971544,0.330391
9.972037,0.378246,9.972169,0.329729
9.972662,0.3782,9.972794,0.329807
9.973287,0.378091,9.973418,0.330714
9.973911,0.377489,9.974043,0.33162
9.974535,0.3777,9.974668,0.332334
9.97516,0.378124,9.975291,0.332482
9.975784,0.377845,9.975916,0.333177
9.976409,0.377864,9.976541,0.334086
9.977034,0.377718,9.977165,0.333954
9.977658,0.377479,9.97779,0.33325
9.978283,0.377614,9.978415,0.333436
9.978908,0.37777,9.979039,0.333626
9.979532,0.37768,9.979664,0.334155
9.980156,0.377991,9.980289,0.334535
9.980781,0.378233,9.980912,0.334034
9.981405,0.377714,9.981537,0.334338
9.98203,0.377597,9.982162,0.334728
9.982655,0.377467,9.982786,0.333721
9.983279,0.37679,9.983411,0.333952
9.983904,0.376057,9.984035,0.333995
9.984529,0.376012,9.98466,0.333603
9.985152,0.376412,9.985285,0.332568
9.985777,0.377156,9.985909,0.332242
9.986402,0.377892,9.986533,0.332015
9.987026,0.377912,9.987158,0.332061
9.987651,0.377294,9.987782,0.332912
9.988276,0.3771,9.988407,0.333582
9.9889,0.377073,9.989032,0.333443
9.989525,0.376971,9.989656,0.333434
9.990149,0.377081,9.990281,0.33375
9.990773,0.376737,9.990906,0.333695
9.991398,0.376551,9.991529,0.333787
9.992023,0.376568,9.992154,0.334147
9.992647,0.376357,9.992779,0.334539
9.993272,0.37635,9.993403,0.33523
9.993896,0.376852,9.994028,0.335763
9.994521,0.376781,9.994653,0.335879
9.995146,0.377062,9.995277,0.336029
9.99577,0.377824,9.995902,0.336742
9.996394,0.378495,9.996526,0.337131
9.997019,0.378534,9.99715,0.336987
9.997643,0.378763,9.997775,0.336753
9.998268,0.379506,9.9984,0.336951
9.998893,0.379267,9.999024,0.336945
9.999517,0.379215,9.999649,0.337378
10.000142,0.379383,10.000274,0.338501
10.000767,0.37979,10.000898,0.339031
10.00139,0.380257,10.001523,0.338788
10.002015,0.380545,10.002147,0.339371
10.00264,0.380778,10.002771,0.340268
10.003264,0.381062,10.003396,0.340171
10.003889,0.381318,10.004021,0.339812
10.004514,0.381395,10.004645,0.338981
10.005138,0.382102,10.00527,0.338242
10.005763,0.382832,10.005895,0.337585
10.006387,0.382876,10.006519,0.336809
10.007011,0.383764,10.007144,0.3371
10.007636,0.384399,10.007768,0.337142
10.008261,0.385173,10.008392,0.336792
10.008885,0.385253,10.009017,0.33667
10.00951,0.385189,10.009642,0.336577
10.010135,0.385671,10.010266,0.336688
10.010759,0.386159,10.010891,0.337016
10.011384,0.386632,10.011516,0.337172
10.012008,0.386891,10.01214,0.337112
10.012632,0.387342,10.012764,0.337019
10.013257,0.387273,10.013389,0.336997
10.013882,0.386881,10.014013,0.336964
10.014506,0.387273,10.014638,0.336788
10.015131,0.388134,10.015263,0.336513
10.015756,0.388391,10.015887,0.336635
10.01638,0.388027,10.016512,0.336679
10.017004,0.387191,10.017137,0.336729
10.017629,0.385852,10.017761,0.336987
10.018253,0.385848,10.018385,0.336582
10.018878,0.385309,10.01901,0.335636
10.019503,0.38506,10.019634,0.335474
10.020127,0.384764,10.020259,0.335284
10.020752,0.384453,10.020884,0.335098
10.021377,0.384681,10.021508,0.335214
10.022,0.384996,10.022133,0.336189
10.022625,0.385699,10.022758,0.33619
10.02325,0.386364,10.023382,0.335669
10.023874,0.386882,10.024006,0.335117
10.024499,0.387177,10.024631,0.334705
10.025124,0.38765,10.025255,0.334078
10.025748,0.388187,10.02588,0.333805
10.026373,0.389022,10.026505,0.333569
10.026998,0.389155,10.027129,0.332572
10.027621,0.388671,10.027754,0.332931
10.028246,0.388512,10.028378,0.333461
10.028871,0.388424,10.029002,0.333203
10.029495,0.38763,10.029627,0.332884
10.03012,0.387785,10.030252,0.333077
10.030745,0.388824,10.030876,0.333248
10.031369,0.388976,10.031501,0.332134
10.031994,0.38883,10.032125,0.331731
10.032618,0.388783,10.03275,0.332721
10.033242,0.388705,10.033375,0.33305
10.033867,0.388054,10.033999,0.333576
10.034492,0.387627,10.034623,0.333706
10.035116,0.387176,10.035248,0.333744
10.035741,0.386521,10.035872,0.334001
10.036366,0.385494,10.036497,0.333804
10.03699,0.385508,10.037122,0.333678
10.037615,0.386433,10.037746,0.333438
10.038239,0.386607,10.038371,0.3339
10.038863,0.386194,10.038996,0.334003
10.039488,0.385906,10.039619,0.334108
10.040112,0.38593,10.040244,0.334228
10.040737,0.385904,10.040869,0.33449
10.041362,0.385544,10.041493,0.334743
10.041986,0.385411,10.042118,0.334628
10.042611,0.385137,10.042743,0.334281
10.043235,0.38525,10.043367,0.334
10.043859,0.385133,10.043992,0.333598
10.044484,0.385323,10.044617,0.333213
10.045109,0.385806,10.04524,0.333101
10.045733,0.38488,10.045865,0.333344
10.046358,0.383599,10.04649,0.333291
10.046983,0.383031,10.047114,0.33388
10.047607,0.382369,10.047739,0.334781
10.048232,0.382178,10.048364,0.335287
10.048856,0.381894,10.048988,0.335116
10.04948,0.381424,10.049613,0.335215
10.050105,0.381496,10.050238,0.335549
10.05073,0.381131,10.050861,0.335661
10.051354,0.381204,10.051486,0.335706
10.051979,0.380791,10.052111,0.335735
10.052604,0.379754,10.052735,0.336372
10.053228,0.379784,10.05336,0.336418
10.053852,0.380248,10.053985,0.33624
10.054477,0.380158,10.054609,0.336712
10.055101,0.379969,10.055234,0.336827
10.055726,0.379412,10.055858,0.336533
10.056351,0.378706,10.056482,0.33655
10.056975,0.378799,10.057107,0.336951
10.0576,0.378841,10.057732,0.337545
10.058225,0.378953,10.058356,0.338172
10.058849,0.379081,10.058981,0.337982
10.059473,0.378251,10.059606,0.337432
10.060098,0.378145,10.06023,0.337679
10.060722,0.378798,10.060855,0.338861
10.061347,0.377812,10.061479,0.339223
10.061972,0.37695,10.062103,0.338498
10.062596,0.376745,10.062728,0.338556
10.063221,0.376399,10.063353,0.338623
10.063846,0.376194,10.063977,0.337959
10.064469,0.376785,10.064602,0.337153
10.065094,0.377362,10.065227,0.336679
10.065719,0.377661,10.065851,0.336708
10.066343,0.378036,10.066476,0.336198
10.066968,0.378866,10.0671,0.336176
10.067593,0.379917,10.067724,0.337521
10.068217,0.379902,10.068349,0.338286
10.068842,0.379642,10.068974,0.338715
10.069467,0.379618,10.069598,0.338448
10.07009,0.379194,10.070223,0.338047
10.070715,0.378417,10.070848,0.337747
10.07134,0.377759,10.071472,0.337619
10.071964,0.377737,10.072096,0.337442
10.072589,0.379068,10.072721,0.337153
10.073214,0.379529,10.073345,0.3374
10.073838,0.379918,10.07397,0.337505
10.074463,0.380809,10.074594,0.338277
10.075087,0.381167,10.075219,0.338777
10.075711,0.380585,10.075844,0.3388
10.076336,0.379833,10.076468,0.339121
10.076961,0.379679,10.077093,0.339528
10.077585,0.379672,10.077717,0.339458
10.07821,0.380372,10.078341,0.338714
10.078835,0.380876,10.078966,0.338138
10.079459,0.38149,10.079591,0.338063
10.080083,0.38245,10.080215,0.338069
10.080708,0.383393,10.08084,0.337765
10.081332,0.383595,10.081465,0.337877
10.081957,0.383433,10.082089,0.337285
10.082582,0.383767,10.082713,0.337306
10.083206,0.383768,10.083338,0.337604
10.083831,0.384227,10.083962,0.33712
10.084455,0.383705,10.084587,0.33715
10.08508,0.382825,10.085212,0.337294
10.085704,0.382563,10.085836,0.336795
10.086329,0.382526,10.086461,0.337301
10.086953,0.382471,10.087086,0.337405
10.087578,0.383183,10.08771,0.33735
10.088202,0.383747,10.088334,0.337633
10.088827,0.383128,10.088959,0.337713
10.089452,0.382484,10.089583,0.338269
10.090076,0.381903,10.090208,0.338149
10.0907,0.382132,10.090833,0.3382
10.091325,0.382584,10.091457,0.337894
10.091949,0.382116,10.092082,0.337018
10.092574,0.382193,10.092707,0.337077
10.093199,0.38272,10.093331,0.337447
10.093823,0.382742,10.093955,0.337689
10.094448,0.382785,10.09458,0.337808
10.095073,0.38276,10.095204,0.33775
10.095697,0.382391,10.095829,0.337696
10.096321,0.382342,10.096454,0.337567
10.096946,0.382341,10.097078,0.336998
10.09757,0.38174,10.097703,0.337048
10.098195,0.380918,10.098328,0.337174
10.09882,0.381029,10.098951,0.336073
10.099444,0.380602,10.099576,0.336054
10.100069,0.380029,10.100201,0.336139
10.100694,0.38045,10.100825,0.336013
10.101317,0.381582,10.10145,0.335693
10.101942,0.382666,10.102075,0.336054
10.102567,0.383247,10.102699,0.336558
10.103191,0.383776,10.103324,0.336347
10.103816,0.384032,10.103949,0.336023
10.104441,0.384297,10.104572,0.336095
10.105065,0.383601,10.105197,0.336445
10.10569,0.382735,10.105822,0.336964
10.106315,0.383392,10.106446,0.336623
10.106938,0.384352,10.107071,0.33671
10.107563,0.384579,10.107696,0.337385
10.108188,0.385968,10.10832,0.337059
10.108812,0.387049,10.108945,0.336906
10.109437,0.387264,10.10957,0.337783
10.110062,0.387678,10.110193,0.338276
10.110686,0.387785,10.110818,0.338627
10.111311,0.387548,10.111443,0.338894
10.111935,0.387421,10.112067,0.338985
10.112559,0.38822,10.112692,0.338641
10.113184,0.388778,10.113317,0.338601
10.113809,0.389396,10.113941,0.338833
10.114433,0.39029,10.114566,0.337568
10.115058,0.390909,10.11519,0.336567
10.115683,0.39141,10.115814,0.336929
10.116307,0.391609,10.116439,0.337591
10.116932,0.39137,10.117064,0.338999
10.117556,0.392157,10.117688,0.339817
10.11818,0.393375,10.118313,0.339595
10.118805,0.393554,10.118937,0.339923
10.11943,0.393371,10.119562,0.340481
10.120054,0.393416,10.120187,0.34047
10.120679,0.393863,10.120811,0.340027
10.121304,0.394889,10.121435,0.34061
10.121928,0.395086,10.12206,0.341678
10.122552,0.394784,10.122684,0.341671
10.123177,0.394893,10.123309,0.341496
10.123801,0.394823,10.123934,0.341281
10.124426,0.395251,10.124558,0.341485
10.125051,0.395436,10.125183,0.341984
10.125675,0.395936,10.125808,0.342451
10.1263,0.3964,10.126431,0.342337
10.126925,0.395981,10.127056,0.342513
10.127549,0.395632,10.127681,0.343553
10.128173,0.395959,10.128305,0.34393
10.128798,0.397737,10.12893,0.344021
10.129422,0.398827,10.129555,0.34469
10.130047,0.398846,10.130179,0.3444
10.130672,0.398882,10.130804,0.344147
10.131296,0.399479,10.131428,0.344656
10.131921,0.39894,10.132052,0.344593
10.132545,0.398764,10.132677,0.344732
10.133169,0.398645,10.133302,0.345471
10.133794,0.399365,10.133926,0.346142
10.134418,0.399533,10.134551,0.346877
10.135043,0.399074,10.135176,0.346979
10.135668,0.398529,10.1358,0.345816
10.136292,0.398749,10.136425,0.344692
10.136917,0.398966,10.137049,0.344397
10.137542,0.398045,10.137673,0.344942
10.138165,0.397324,10.138298,0.344701
10.13879,0.397334,10.138923,0.344041
10.139415,0.397363,10.139547,0.344245
10.140039,0.396823,10.140172,0.344049
10.140664,0.396563,10.140797,0.343938
10.141289,0.396085,10.141421,0.344231
10.141913,0.395951,10.142045,0.344717
10.142538,0.39578,10.14267,0.344813
10.143163,0.395597,10.143294,0.344711
10.143786,0.395231,10.143919,0.345007
10.144411,0.394989,10.144544,0.344787
10.145036,0.394589,10.145168,0.345358
10.14566,0.393595,10.145793,0.346632
10.146285,0.393784,10.146418,0.346613
10.14691,0.394505,10.147042,0.346199
10.147534,0.394648,10.147666,0.345492
10.148159,0.394871,10.148291,0.344033
10.148783,0.39482,10.148915,0.342707
10.149407,0.39414,10.14954,0.342719
10.150032,0.393895,10.150165,0.343246
10.150657,0.393458,10.150789,0.34238
10.151281,0.393854,10.151414,0.341512
10.151906,0.394198,10.152039,0.341612
10.152531,0.394276,10.152663,0.340841
10.153155,0.394575,10.153287,0.340618
10.15378,0.394471,10.153912,0.341141
10.154404,0.394399,10.154536,0.341421
10.155028,0.395306,10.155161,0.341778
10.155653,0.39567,10.155786,0.34248
10.156278,0.39564,10.15641,0.342132
10.156902,0.39547,10.157035,0.342222
10.157527,0.395402,10.15766,0.342098
10.158152,0.39612,10.158283,0.342804
10.158776,0.396478,10.158908,0.342348
10.1594,0.39599,10.159533,0.343213
10.160025,0.394731,10.160157,0.34432
10.160649,0.394092,10.160782,0.343772
10.161274,0.394063,10.161407,0.344128
10.161899,0.394391,10.162031,0.344732
10.162523,0.394906,10.162656,0.344513
10.163148,0.394932,10.16328,0.345056
10.163773,0.394293,10.163904,0.345616
10.164397,0.39389,10.164529,0.345137
10.165021,0.394187,10.165154,0.345022
10.165646,0.39401,10.165778,0.345008
10.16627,0.393859,10.166403,0.344851
10.166895,0.394039,10.167027,0.345228
10.16752,0.393618,10.167652,0.346278
10.168144,0.393189,10.168277,0.346593
10.168769,0.393111,10.168901,0.346694
10.169394,0.393331,10.169525,0.346389
10.170017,0.393454,10.17015,0.346356
10.170642,0.393179,10.170774,0.346809
10.171267,0.393032,10.171399,0.347138
10.171891,0.392937,10.172024,0.347135
10.172516,0.392808,10.172648,0.346723
10.173141,0.392773,10.173273,0.346317
10.173765,0.393122,10.173898,0.34641
10.17439,0.393916,10.174521,0.346822
10.175014,0.394142,10.175146,0.34654
10.175638,0.394271,10.175771,0.346223
10.176263,0.394434,10.176395,0.346342
10.176888,0.39571,10.17702,0.346682
10.177512,0.396643,10.177645,0.347273
10.178137,0.396939,10.178269,0.347727
10.178761,0.396442,10.178894,0.348291
10.179386,0.396548,10.179519,0.348777
10.180011,0.396179,10.180142,0.349119
10.180634,0.396813,10.180767,0.349124
10.181259,0.396215,10.181392,0.349342
10.181884,0.396353,10.182016,0.350201
10.182508,0.396034,10.182641,0.350884
10.183133,0.395816,10.183266,0.351101
10.183758,0.395601,10.18389,0.351064
10.184382,0.395309,10.184515,0.350492
10.185007,0.395167,10.185139,0.349954
10.185632,0.395397,10.185763,0.349926
10.186255,0.394874,10.186388,0.349775
10.18688,0.394911,10.187013,0.350029
10.187505,0.395188,10.187637,0.35011
10.188129,0.395337,10.188262,0.349845
10.188754,0.395686,10.188887,0.349945
10.189379,0.39538,10.189511,0.350076
10.190003,0.395515,10.190136,0.350452
10.190628,0.395972,10.19076,0.350061
10.191252,0.396175,10.191384,0.349971
10.191876,0.397528,10.192009,0.350409
10.192501,0.397897,10.192634,0.350344
10.193126,0.398253,10.193258,0.350807
10.19375,0.397676,10.193883,0.351228
10.194375,0.398323,10.194508,0.351151
10.195,0.399043,10.195132,0.35147
10.195624,0.399606,10.195757,0.351772
10.196248,0.399231,10.196381,0.351529
10.196873,0.399241,10.197005,0.35136
10.197497,0.399768,10.19763,0.351685
10.198122,0.399935,10.198255,0.352099
10.198747,0.399612,10.198879,0.352139
10.199371,0.400113,10.199504,0.351931
10.199996,0.400807,10.200129,0.352507
10.200621,0.400603,10.200753,0.353251
10.201245,0.399773,10.201377,0.353365
10.201869,0.39921,10.202002,0.353335
10.202494,0.399592,10.202626,0.353212
10.203118,0.400752,10.203251,0.353157
10.203743,0.401751,10.203876,0.35242
10.204368,0.402255,10.2045,0.352305
10.204992,0.401579,10.205125,0.352066
10.205617,0.400884,10.20575,0.351745
10.206242,0.400525,10.206374,0.351856
10.206865,0.40038,10.206998,0.352204
10.20749,0.399869,10.207623,0.352253
10.208115,0.398969,10.208247,0.351268
10.208739,0.397918,10.208872,0.351221
10.209364,0.397131,10.209496,0.352157
10.209989,0.397503,10.210121,0.351758
10.210613,0.398044,10.210746,0.351955
10.211238,0.398569,10.21137,0.352648
10.211863,0.398852,10.211995,0.352914
10.212486,0.399523,10.212619,0.352985
10.213111,0.399801,10.213243,0.353156
10.213736,0.400039,10.213868,0.3531
10.21436,0.400097,10.214493,0.353846
10.214985,0.400429,10.215117,0.354471
10.21561,0.401105,10.215742,0.35492
10.216234,0.401201,10.216367,0.355138
10.216859,0.401181,10.216991,0.355165
10.217483,0.401256,10.217615,0.355205
10.218107,0.401202,10.21824,0.354725
10.218732,0.401738,10.218864,0.354355
10.219357,0.401769,10.219489,0.355341
10.219981,0.401752,10.220114,0.355786
10.220606,0.401601,10.220738,0.355585
10.221231,0.401661,10.221363,0.355509
10.221855,0.402078,10.221988,0.355093
10.22248,0.40162,10.222612,0.354886
10.223104,0.400806,10.223236,0.354608
10.223728,0.400566,10.223861,0.353838
10.224353,0.400715,10.224485,0.353415
10.224977,0.40089,10.22511,0.352867
10.225602,0.400677,10.225735,0.353032
10.226227,0.400674,10.226359,0.353014
10.226851,0.400427,10.226984,0.353278
10.227476,0.400406,10.227609,0.353503
10.2281,0.399567,10.228232,0.354502
10.228724,0.399078,10.228857,0.354847
10.229349,0.398335,10.229482,0.354278
10.229974,0.39941,10.230106,0.354088
10.230598,0.399365,10.230731,0.354366
10.231223,0.399613,10.231356,0.354303
10.231848,0.400314,10.23198,0.354373
10.232472,0.401415,10.232605,0.355206
10.233097,0.403188,10.23323,0.355517
10.233721,0.402614,10.233853,0.355763
10.234345,0.401872,10.234478,0.356487
10.23497,0.400949,10.235103,0.356892
10.235595,0.400831,10.235727,0.357164
10.236219,0.401364,10.236352,0.357599
10.236844,0.401892,10.236977,0.358038
10.237469,0.402362,10.237601,0.359032
10.238093,0.402662,10.238226,0.359328
10.238717,0.402416,10.238851,0.359178
10.239342,0.402587,10.239474,0.359579
10.239966,0.402558,10.240099,0.359495
10.240591,0.403021,10.240724,0.359887
10.241216,0.402751,10.241348,0.360232
10.24184,0.402524,10.241973,0.360125
10.242465,0.4024,10.242598,0.359796
10.24309,0.402438,10.243222,0.359401
