ml_1,mAU_1,ml_2,mAU_2
14.189582,619.853699,14.189729,619.399414
14.190207,619.455566,14.190353,619.009888
14.190831,619.055664,14.190978,618.617371
14.191456,618.655884,14.191603,618.22644
14.19208,618.254456,14.192227,617.837158
14.192705,617.854858,14.192852,617.44519
14.193329,617.457581,14.193477,617.052795
14.193954,617.055969,14.1941,616.66333
14.194578,616.654236,14.194725,616.272339
14.195203,616.255432,14.19535,615.880554
14.195827,615.85321,14.195974,615.487061
14.196452,615.451782,14.196599,615.096619
14.197077,615.050659,14.197224,614.702026
14.197701,614.649902,14.197848,614.306091
14.198326,614.247314,14.198473,613.911255
14.19895,613.847168,14.199098,613.519775
14.199574,613.446838,14.199721,613.125793
14.200199,613.044556,14.200346,612.731201
14.200824,612.64209,14.200971,612.339172
14.201448,612.23877,14.201595,611.96582
14.202073,611.834351,14.20222,611.615601
14.202698,611.431946,14.202845,611.264465
14.203322,611.027222,14.203469,610.894958
14.203946,610.622375,14.204094,610.50647
14.204571,610.217712,14.204719,610.110413
14.205195,609.813843,14.205342,609.714355
14.20582,609.409241,14.205967,609.316772
14.206445,609.004395,14.206592,608.9198
14.207069,608.601501,14.207216,608.523254
14.207694,608.195068,14.207841,608.126526
14.208319,607.788452,14.208466,607.729187
14.208943,607.386047,14.20909,607.330322
14.209567,606.981628,14.209715,606.932678
14.210192,606.574402,14.210339,606.535522
14.210816,606.167969,14.210963,606.136841
14.211441,605.762146,14.211588,605.738831
14.212066,605.357361,14.212213,605.339783
14.21269,604.952393,14.212837,604.93866
14.213315,604.545532,14.213462,604.536438
14.21394,604.140259,14.214087,604.137207
14.214563,603.733582,14.214711,603.736511
14.215188,603.325989,14.215336,603.335388
14.215813,602.918335,14.21596,602.937317
14.216437,602.508118,14.216584,602.537109
14.217062,602.102051,14.217209,602.133423
14.217687,601.695862,14.217834,601.730469
14.218311,601.285217,14.218458,601.328857
14.218936,600.875427,14.219083,600.926941
14.21956,600.468689,14.219707,600.524231
14.220184,600.057617,14.220332,600.119446
14.220809,599.652283,14.220957,599.715759
14.221434,599.240295,14.221581,599.312927
14.222058,598.830505,14.222205,598.906616
14.222683,598.421021,14.22283,598.500854
14.223308,598.009399,14.223454,598.097473
14.223932,597.60083,14.224079,597.693298
14.224557,597.191589,14.224704,597.289673
14.225181,596.784302,14.225328,596.882385
14.225805,596.376587,14.225953,596.479248
14.22643,595.967773,14.226577,596.07135
14.227055,595.566956,14.227201,595.662781
14.227679,595.189392,14.227826,595.253967
14.228304,594.826721,14.228451,594.849548
14.228929,594.457336,14.229075,594.441406
14.229553,594.064148,14.2297,594.034851
14.230177,593.654419,14.230325,593.626526
14.230802,593.241699,14.230949,593.218079
14.231426,592.829468,14.231574,592.809387
14.232051,592.418274,14.232198,592.400024
14.232676,592.006165,14.232822,591.99231
14.2333,591.593445,14.233447,591.580811
14.233925,591.181335,14.234072,591.172119
14.23455,590.770447,14.234696,590.760498
14.235174,590.358032,14.235321,590.357178
14.235798,589.944824,14.235946,589.942993
14.236423,589.529785,14.23657,589.52887
14.237047,589.116394,14.237194,589.118896
14.237672,588.701904,14.237819,588.706665
14.238297,588.285706,14.238443,588.296448
14.238921,587.871948,14.239068,587.887512
14.239546,587.458618,14.239693,587.472351
14.24017,587.043335,14.240317,587.05896
14.240794,586.629333,14.240942,586.64801
14.241419,586.212769,14.241567,586.237488
14.242043,585.796143,14.242191,585.827393
14.242668,585.380432,14.242815,585.41217
14.243293,584.966492,14.24344,585.003174
14.243917,584.548401,14.244064,584.589355
14.244542,584.131592,14.244689,584.17511
14.245167,583.716248,14.245314,583.764404
14.245791,583.296936,14.245938,583.349609
14.246415,582.878357,14.246563,582.939575
14.24704,582.462341,14.247188,582.527344
14.247664,582.045898,14.247812,582.116333
14.248289,581.627686,14.248436,581.703552
14.248914,581.209106,14.249061,581.290955
14.249538,580.791565,14.249685,580.876526
14.250163,580.375549,14.25031,580.463806
14.250788,579.955017,14.250935,580.052551
14.251411,579.535889,14.251559,579.642639
14.252036,579.118347,14.252184,579.230408
14.252661,578.698792,14.252809,578.813538
14.253285,578.277954,14.253432,578.404846
14.25391,577.857178,14.254057,577.992798
14.254535,577.437439,14.254682,577.589661
14.255159,577.01825,14.255306,577.214172
14.255784,576.595825,14.255931,576.852112
14.256409,576.172302,14.256556,576.476868
14.257032,575.751465,14.25718,576.078552
14.257657,575.330078,14.257805,575.667603
14.258282,574.908997,14.25843,575.256653
14.258906,574.491333,14.259053,574.846985
14.259531,574.070862,14.259678,574.435547
14.260156,573.647217,14.260303,574.022217
14.26078,573.226501,14.260927,573.610535
14.261405,572.806091,14.261552,573.198547
14.262029,572.383911,14.262177,572.785583
14.262653,571.959412,14.262801,572.373779
14.263278,571.537781,14.263426,571.963989
14.263903,571.118225,14.26405,571.553772
14.264527,570.696594,14.264674,571.141235
14.265152,570.27533,14.265299,570.730652
14.265777,569.851624,14.265924,570.321289
14.266401,569.428955,14.266548,569.910461
14.267026,569.00824,14.267173,569.499207
14.26765,568.586914,14.267797,569.088989
14.268274,568.162048,14.268422,568.679016
14.268899,567.742737,14.269047,568.266479
14.269524,567.321228,14.26967,567.858276
14.270148,566.900635,14.270295,567.448364
14.270773,566.478699,14.27092,567.037231
14.271398,566.057129,14.271544,566.626404
14.272022,565.636963,14.272169,566.215637
14.272646,565.214294,14.272794,565.804016
14.273271,564.791382,14.273418,565.394043
14.273895,564.370911,14.274043,564.983521
14.27452,563.950317,14.274668,564.574768
14.275145,563.529846,14.275291,564.166992
14.275769,563.107849,14.275916,563.75592
14.276394,562.687317,14.276541,563.344604
14.277019,562.267761,14.277165,562.936462
14.277642,561.845459,14.27779,562.526733
14.278267,561.425537,14.278415,562.113586
14.278892,561.004272,14.279039,561.701477
14.279516,560.583069,14.279664,561.29364
14.280141,560.165955,14.280288,560.885193
14.280766,559.765625,14.280912,560.474915
14.28139,559.393433,14.281537,560.068604
14.282015,559.02179,14.282162,559.657654
14.28264,558.630493,14.282786,559.247803
14.283263,558.218933,14.283411,558.837646
14.283888,557.799622,14.284036,558.426636
14.284513,557.379761,14.28466,558.019958
14.285137,556.959106,14.285285,557.611084
14.285762,556.540955,14.285909,557.200745
14.286386,556.122559,14.286533,556.790466
14.287011,555.703674,14.287158,556.380127
14.287636,555.285217,14.287783,555.969238
14.28826,554.868347,14.288407,555.56073
14.288884,554.450928,14.289032,555.152649
14.289509,554.030823,14.289657,554.742554
14.290133,553.61145,14.290281,554.335144
14.290758,553.194153,14.290906,553.927063
14.291383,552.776184,14.29153,553.517578
14.292007,552.357727,14.292154,553.108521
14.292632,551.941345,14.292779,552.699829
14.293257,551.524841,14.293404,552.291138
14.29388,551.107544,14.294028,551.88208
14.294505,550.690613,14.294653,551.473145
14.29513,550.273621,14.295278,551.063232
14.295754,549.855408,14.295902,550.657166
14.296379,549.438232,14.296526,550.248901
14.297004,549.022278,14.297151,549.841675
14.297628,548.606201,14.297775,549.434937
14.298253,548.190247,14.2984,549.025024
14.298877,547.774231,14.299025,548.616333
14.299501,547.358337,14.299649,548.211121
14.300126,546.943542,14.300274,547.801147
14.300751,546.527649,14.300899,547.391846
14.301375,546.109924,14.301523,546.985657
14.302,545.694214,14.302147,546.579468
14.302625,545.279053,14.302772,546.172852
14.303249,544.863159,14.303396,545.76355
14.303874,544.448914,14.304021,545.355652
14.304498,544.035278,14.304646,544.950073
14.305122,543.620178,14.30527,544.540527
14.305747,543.204224,14.305895,544.130798
14.306372,542.786499,14.30652,543.724487
14.306996,542.371704,14.307144,543.31665
14.307621,541.957031,14.307768,542.91333
14.308246,541.540588,14.308393,542.531067
14.30887,541.12738,14.309017,542.172363
14.309494,540.714539,14.309642,541.811157
14.310119,540.300598,14.310266,541.430054
14.310743,539.886963,14.310891,541.028992
14.311368,539.473267,14.311516,540.621948
14.311993,539.059387,14.31214,540.216309
14.312617,538.644592,14.312764,539.810791
14.313242,538.232239,14.313389,539.403748
14.313867,537.817932,14.314013,538.997742
14.314491,537.404236,14.314638,538.592102
14.315115,536.992554,14.315263,538.185608
14.31574,536.580139,14.315887,537.780518
14.316364,536.168152,14.316512,537.375
14.316989,535.755493,14.317137,536.96936
14.317614,535.344666,14.317761,536.565247
14.318238,534.934631,14.318385,536.159058
14.318863,534.521851,14.31901,535.753174
14.319488,534.108948,14.319634,535.347351
14.320111,533.694763,14.320259,534.941406
14.320736,533.283386,14.320884,534.535278
14.321361,532.872925,14.321508,534.127136
14.321985,532.461975,14.322133,533.71991
14.32261,532.052185,14.322758,533.315552
14.323235,531.641602,14.323381,532.911011
14.323859,531.231018,14.324006,532.504456
14.324484,530.819641,14.324631,532.099792
14.325109,530.409302,14.325255,531.695801
14.325732,530.000854,14.32588,531.287903
14.326357,529.591248,14.326505,530.880005
14.326982,529.181213,14.327129,530.473206
14.327606,528.771545,14.327754,530.067688
14.328231,528.360229,14.328379,529.66333
14.328856,527.951111,14.329002,529.25769
14.32948,527.543884,14.329627,528.851563
14.330105,527.134888,14.330252,528.447815
14.330729,526.725586,14.330876,528.042847
14.331353,526.317993,14.331501,527.637939
14.331978,525.909119,14.332126,527.232788
14.332603,525.5047,14.33275,526.824158
14.333227,525.097595,14.333375,526.418335
14.333852,524.70282,14.334,526.011841
14.334476,524.332825,14.334623,525.604736
14.335101,523.974182,14.335248,525.200195
14.335725,523.606995,14.335873,524.793701
14.336349,523.215881,14.336497,524.388062
14.336974,522.809937,14.337122,523.983093
14.337599,522.403442,14.337747,523.574829
14.338223,521.997314,14.338371,523.170288
14.338848,521.592468,14.338996,522.765808
14.339473,521.188354,14.33962,522.362671
14.340097,520.781555,14.340244,521.957275
14.340722,520.374695,14.340869,521.551025
14.341346,519.969482,14.341494,521.147644
14.34197,519.563782,14.342118,520.74353
14.342595,519.158813,14.342743,520.334656
14.34322,518.755005,14.343368,519.929565
14.343844,518.352783,14.343992,519.522949
14.344469,517.947021,14.344617,519.11969
14.345094,517.54303,14.345241,518.718079
14.345718,517.139099,14.345865,518.315674
14.346342,516.734985,14.34649,517.911316
14.346967,516.330383,14.347115,517.504456
14.347591,515.926453,14.347739,517.099792
14.348216,515.522827,14.348364,516.69751
14.348841,515.118103,14.348989,516.293945
14.349465,514.71405,14.349613,515.891113
14.35009,514.310242,14.350238,515.488342
14.350715,513.905945,14.350862,515.089539
14.351339,513.503296,14.351486,514.688293
14.351963,513.103455,14.352111,514.28363
14.352588,512.697876,14.352736,513.879333
14.353212,512.291626,14.35336,513.480713
14.353837,511.889709,14.353985,513.080322
14.354462,511.485504,14.354609,512.678162
14.355086,511.080658,14.355234,512.278992
14.355711,510.678223,14.355858,511.877411
14.356336,510.275757,14.356483,511.477325
14.356959,509.872223,14.357107,511.078613
14.357584,509.469391,14.357732,510.681396
14.358209,509.067474,14.358356,510.282074
14.358833,508.663177,14.358981,509.880249
14.359458,508.257782,14.359606,509.479248
14.360083,507.854279,14.36023,509.081909
14.360707,507.453583,14.360855,508.685028
14.361332,507.050354,14.361479,508.300507
14.361957,506.646576,14.362103,507.94104
14.36258,506.243988,14.362728,507.590668
14.363205,505.839539,14.363353,507.227081
14.36383,505.434875,14.363977,506.841156
14.364454,505.029144,14.364602,506.446533
14.365079,504.627014,14.365227,506.051025
14.365704,504.22522,14.365851,505.654633
14.366328,503.822815,14.366476,505.260223
14.366953,503.418152,14.3671,504.866821
14.367577,503.016815,14.367724,504.472687
14.368201,502.615509,14.368349,504.077728
14.368826,502.213654,14.368974,503.683014
14.369451,501.811768,14.369598,503.288666
14.370075,501.410492,14.370223,502.895416
14.3707,501.006531,14.370848,502.502106
14.371325,500.605682,14.371472,502.108765
14.371949,500.204681,14.372096,501.716339
14.372574,499.802917,14.372721,501.322998
14.373198,499.40274,14.373345,500.931183
14.373822,499.000305,14.37397,500.54068
14.374447,498.598358,14.374595,500.149384
14.375072,498.19873,14.375219,499.757935
14.375696,497.798157,14.375844,499.367188
14.376321,497.394562,14.376469,498.977753
14.376945,496.992035,14.377093,498.588318
14.37757,496.595093,14.377717,498.198303
14.378194,496.195679,14.378342,497.808197
14.378819,495.794678,14.378966,497.417664
14.379443,495.398468,14.379591,497.027557
14.380068,495.000275,14.380216,496.636871
14.380692,494.600433,14.38084,496.246643
14.381317,494.202972,14.381465,495.858093
14.381942,493.80661,14.38209,495.470459
14.382566,493.405884,14.382713,495.082458
14.383191,493.008514,14.383338,494.693756
14.383815,492.613037,14.383963,494.306732
14.384439,492.21698,14.384587,493.918732
14.385064,491.818512,14.385212,493.532257
14.385689,491.422516,14.385837,493.144592
14.386313,491.026825,14.386461,492.757568
14.386938,490.638153,14.387086,492.373291
14.387563,490.268005,14.387711,491.986755
14.388187,489.917084,14.388334,491.599731
14.388811,489.568176,14.388959,491.214264
14.389436,489.198944,14.389584,490.828156
14.39006,488.809387,14.390208,490.444214
14.390685,488.414368,14.390833,490.060547
14.39131,488.020813,14.391458,489.67511
14.391934,487.628784,14.392082,489.291077
14.392559,487.236176,14.392707,488.909088
14.393184,486.845001,14.393332,488.52533
14.393807,486.454742,14.393955,488.140167
14.394432,486.065216,14.39458,487.758118
14.395057,485.67514,14.395205,487.37561
14.395681,485.283966,14.395829,486.992554
14.396306,484.893921,14.396454,486.611877
14.396931,484.503723,14.397079,486.228088
14.397555,484.1138,14.397703,485.844299
14.39818,483.725403,14.398328,485.462189
14.398805,483.336334,14.398952,485.080902
14.399428,482.94751,14.399576,484.69986
14.400053,482.559479,14.400201,484.320587
14.400678,482.173035,14.400826,483.93988
14.401302,481.785461,14.40145,483.5578
14.401927,481.39859,14.402075,483.178406
14.402552,481.013,14.402699,482.797028
14.403176,480.628082,14.403324,482.416748
14.403801,480.243713,14.403949,482.035156
14.404425,479.858429,14.404572,481.653595
14.405049,479.473114,14.405197,481.273956
14.405674,479.088806,14.405822,480.89566
14.406299,478.703278,14.406446,480.515808
14.406923,478.319855,14.407071,480.136322
14.407548,477.936951,14.407696,479.757935
14.408173,477.555786,14.40832,479.37912
14.408797,477.174774,14.408945,479.001282
14.409422,476.791199,14.40957,478.62207
14.410046,476.40741,14.410193,478.244995
14.41067,476.023132,14.410818,477.867798
14.411295,475.639954,14.411443,477.491394
14.41192,475.258118,14.412067,477.114502
14.412544,474.878143,14.412692,476.736816
14.413169,474.49588,14.413317,476.360199
14.413794,474.115662,14.413941,475.982788
14.414418,473.736267,14.414566,475.614319
14.415042,473.355377,14.41519,475.266937
14.415667,472.976471,14.415814,474.934174
14.416291,472.598053,14.416439,474.598511
14.416916,472.220612,14.417064,474.24411
14.417541,471.840088,14.417688,473.873505
14.418165,471.460114,14.418313,473.499878
14.41879,471.081726,14.418938,473.125
14.419415,470.702667,14.419562,472.750946
14.420039,470.323456,14.420187,472.377258
14.420663,469.946655,14.420811,472.003815
14.421288,469.570465,14.421435,471.632172
14.421912,469.193695,14.42206,471.258514
14.422537,468.816559,14.422685,470.884583
14.423162,468.440582,14.423309,470.511475
14.423786,468.066803,14.423934,470.137909
14.424411,467.692719,14.424559,469.765411
14.425035,467.317352,14.425183,469.394073
14.425659,466.941864,14.425807,469.022949
14.426284,466.566345,14.426432,468.650116
14.426908,466.19281,14.427056,468.276337
14.427533,465.819672,14.427681,467.905426
14.428158,465.446411,14.428306,467.533844
14.428782,465.074249,14.42893,467.162567
14.429407,464.701385,14.429555,466.792908
14.430032,464.329865,14.43018,466.420654
14.430656,463.958435,14.430804,466.051025
14.43128,463.585052,14.431428,465.680725
14.431905,463.212891,14.432053,465.309723
14.432529,462.841919,14.432677,464.94101
14.433154,462.471161,14.433302,464.571411
14.433779,462.099396,14.433927,464.201599
14.434403,461.727234,14.434551,463.833405
14.435028,461.355591,14.435176,463.466675
14.435653,460.985016,14.435801,463.096741
14.436276,460.616791,14.436425,462.726807
14.436901,460.245758,14.437049,462.358429
14.437526,459.875214,14.437674,461.990051
14.43815,459.50647,14.438298,461.620636
14.438775,459.136261,14.438923,461.25235
14.4394,458.765961,14.439548,460.886688
14.440024,458.398712,14.440172,460.517487
14.440649,458.044312,14.440797,460.146118
14.441274,457.71051,14.441422,459.778656
14.441897,457.386688,14.442045,459.413788
14.442522,457.052368,14.44267,459.045044
14.443147,456.696625,14.443295,458.676208
14.443771,456.330841,14.443919,458.310944
14.444396,455.965088,14.444544,457.945648
14.445021,455.599426,14.445168,457.57843
14.445645,455.233154,14.445793,457.213287
14.44627,454.866547,14.446418,456.845154
14.446894,454.501617,14.447042,456.47345
14.447518,454.136047,14.447666,456.108856
14.448143,453.771088,14.448291,455.746368
14.448768,453.405579,14.448915,455.378876
14.449392,453.04126,14.44954,455.011749
14.450017,452.674561,14.450165,454.645233
14.450642,452.309845,14.450789,454.278015
14.451266,451.947662,14.451414,453.914093
14.45189,451.585663,14.452039,453.548004
14.452515,451.220947,14.452663,453.18161
14.453139,450.860016,14.453287,452.8172
14.453764,450.49646,14.453912,452.45163
14.454389,450.130371,14.454536,452.088776
14.455013,449.765411,14.455161,451.723297
14.455638,449.401459,14.455786,451.357635
14.456263,449.036011,14.45641,450.993378
14.456887,448.675079,14.457035,450.629639
14.457511,448.310425,14.45766,450.267151
14.458136,447.947449,14.458283,449.905518
14.45876,447.581268,14.458908,449.544128
14.459385,447.214813,14.459533,449.182037
14.46001,446.853638,14.460157,448.818695
14.460634,446.492462,14.460782,448.456177
14.461259,446.128021,14.461407,448.097931
14.461884,445.765869,14.462031,447.735107
14.462507,445.402222,14.462656,447.371796
14.463132,445.039795,14.463281,447.012848
14.463757,444.680481,14.463904,446.655182
14.464381,444.317749,14.464529,446.29425
14.465006,443.955109,14.465154,445.933563
14.465631,443.593079,14.465778,445.575348
14.466255,443.231903,14.466403,445.2164
14.46688,442.869873,14.467028,444.856201
14.467505,442.50705,14.467652,444.500275
14.468128,442.14563,14.468277,444.161011
14.468753,441.784454,14.468901,443.840332
14.469378,441.424286,14.469525,443.524445
14.470002,441.062408,14.47015,443.196777
14.470627,440.702911,14.470775,442.847992
14.471251,440.343719,14.471399,442.49173
14.471876,439.983185,14.472024,442.135315
14.472501,439.623749,14.472649,441.779572
14.473125,439.263763,14.473273,441.424652
14.473749,438.905701,14.473898,441.070679
14.474374,438.546021,14.474522,440.716614
14.474998,438.188629,14.475146,440.361969
14.475623,437.830078,14.475771,440.008484
14.476248,437.468994,14.476396,439.654633
14.476872,437.108704,14.47702,439.30249
14.477497,436.749207,14.477645,438.952271
14.478122,436.390747,14.47827,438.600922
14.478745,436.035034,14.478894,438.249146
14.47937,435.680359,14.479519,437.896088
14.479995,435.322723,14.480143,437.5448
14.480619,434.964325,14.480767,437.19574
14.481244,434.608276,14.481392,436.846771
14.481869,434.25116,14.482017,436.49704
14.482493,433.895416,14.482641,436.148468
14.483118,433.541016,14.483266,435.80014
14.483742,433.184265,14.483891,435.450378
14.484366,432.828125,14.484515,435.101868
14.484991,432.472992,14.485139,434.755005
14.485616,432.120544,14.485764,434.405945
14.48624,431.768158,14.486388,434.059326
14.486865,431.414459,14.487013,433.713104
14.48749,431.059204,14.487638,433.36673
14.488114,430.703735,14.488262,433.020844
14.488739,430.3508,14.488887,432.673981
14.489363,429.999634,14.489511,432.329102
14.489987,429.648041,14.490136,431.982635
14.490612,429.296906,14.49076,431.638123
14.491237,428.945892,14.491385,431.291992
14.491861,428.596375,14.492009,430.947296
14.492486,428.246613,14.492634,430.602905
14.493111,427.89566,14.493258,430.258301
14.493735,427.552795,14.493883,429.914459
14.494359,427.227722,14.494508,429.570313
14.494984,426.917236,14.495132,429.227997
14.495608,426.607819,14.495757,428.883606
14.496233,426.276611,14.496381,428.541016
14.496858,425.92865,14.497005,428.198486
14.497482,425.579681,14.49763,427.85495
14.498107,425.233154,14.498255,427.511963
14.498732,424.887146,14.498879,427.169006
14.499356,424.54068,14.499504,426.826691
14.49998,424.194885,14.500129,426.484528
14.500605,423.848633,14.500753,426.142944
14.501229,423.501343,14.501377,425.802185
14.501854,423.155548,14.502002,425.461548
14.502479,422.81076,14.502626,425.122223
14.503103,422.464783,14.503251,424.78244
14.503728,422.119873,14.503876,424.44342
14.504353,421.77536,14.5045,424.103882
14.504976,421.431122,14.505125,423.764526
14.505601,421.086304,14.50575,423.425568
14.506226,420.744202,14.506374,423.087585
14.50685,420.399689,14.506998,422.74942
14.507475,420.056488,14.507623,422.410126
14.5081,419.715057,14.508247,422.071167
14.508724,419.371307,14.508872,421.731934
14.509349,419.03067,14.509497,421.395508
14.509973,418.690155,14.510121,421.057404
14.510597,418.348694,14.510746,420.719727
14.511222,418.009125,14.511371,420.383179
14.511847,417.666229,14.511994,420.045319
14.512471,417.325348,14.512619,419.707733
14.513096,416.986542,14.513244,419.371002
14.513721,416.647919,14.513868,419.034607
14.514345,416.30838,14.514493,418.698395
14.51497,415.969788,14.515118,418.362885
14.515594,415.63028,14.515742,418.0271
14.516218,415.289856,14.516367,417.691559
14.516843,414.953583,14.516992,417.357635
14.517467,414.614685,14.517615,417.022614
14.518092,414.275391,14.51824,416.687042
14.518717,413.939087,14.518865,416.352783
14.519341,413.603546,14.519489,416.01886
14.519966,413.266876,14.520114,415.684204
14.52059,412.930145,14.520739,415.350189
14.521214,412.593658,14.521363,415.025848
14.521839,412.257996,14.521988,414.718475
14.522464,411.92334,14.522613,414.422791
14.523088,411.587158,14.523236,414.125153
14.523713,411.250519,14.523861,413.808197
14.524338,410.91629,14.524486,413.47644
14.524962,410.58139,14.52511,413.144012
14.525587,410.247009,14.525735,412.811737
14.526211,409.91452,14.52636,412.479675
14.526835,409.581604,14.526984,412.148529
14.52746,409.248474,14.527609,411.815948
14.528085,408.916595,14.528233,411.484375
14.528709,408.583313,14.528857,411.15451
14.529334,408.251923,14.529482,410.82309
14.529959,407.918304,14.530107,410.494171
14.530583,407.585541,14.530731,410.163116
14.531207,407.254303,14.531356,409.832458
14.531832,406.923828,14.531981,409.50528
14.532456,406.593781,14.532605,409.178223
14.533081,406.261841,14.53323,408.848206
14.533706,405.930054,14.533854,408.518829
14.53433,405.600342,14.534478,408.188446
14.534955,405.272461,14.535103,407.858551
14.53558,404.943298,14.535728,407.53064
14.536204,404.612183,14.536352,407.201385
14.536828,404.281555,14.536977,406.874573
14.537453,403.951752,14.537601,406.546967
14.538077,403.62381,14.538226,406.217285
14.538702,403.296082,14.538851,405.890625
14.539327,402.968658,14.539474,405.562134
14.539951,402.640533,14.540099,405.234283
14.540576,402.311493,14.540724,404.908325
14.541201,401.982544,14.541348,404.580139
14.541824,401.655609,14.541973,404.251953
14.542449,401.330353,14.542598,403.925812
14.543074,401.003845,14.543222,403.599213
14.543698,400.67688,14.543847,403.272461
14.544323,400.350464,14.544471,402.945496
14.544948,400.022736,14.545095,402.620209
14.545572,399.695251,14.54572,402.293762
14.546197,399.369232,14.546345,401.966095
14.546822,399.046906,14.546969,401.640869
14.547445,398.737854,14.547594,401.314117
14.54807,398.445679,14.548219,400.987488
14.548695,398.160004,14.548843,400.66098
14.549319,397.861023,14.549468,400.335175
14.549944,397.544373,14.550092,400.012451
14.550569,397.221924,14.550716,399.687225
14.551193,396.898804,14.551341,399.363281
14.551818,396.574432,14.551966,399.038361
14.552442,396.251892,14.55259,398.712433
14.553066,395.927887,14.553215,398.388458
14.553691,395.60611,14.55384,398.064301
14.554316,395.283478,14.554464,397.737396
14.55494,394.962189,14.555088,397.415375
14.555565,394.638947,14.555713,397.092712
14.55619,394.314453,14.556337,396.76767
14.556814,393.994629,14.556962,396.442505
14.557439,393.67215,14.557587,396.119598
14.558063,393.347443,14.558211,395.795776
14.558687,393.027802,14.558836,395.474792
14.559312,392.708313,14.559461,395.153259
14.559937,392.387177,14.560085,394.828461
14.560561,392.065521,14.560709,394.506378
14.561186,391.742889,14.561334,394.182953
14.56181,391.425232,14.561958,393.860229
14.562435,391.103363,14.562583,393.53894
14.563059,390.783539,14.563208,393.217072
14.563684,390.462524,14.563832,392.893188
14.564308,390.139313,14.564457,392.570496
14.564933,389.819366,14.565082,392.249878
14.565557,389.501373,14.565706,391.930267
14.566182,389.180084,14.56633,391.61203
14.566807,388.859497,14.566955,391.292389
14.567431,388.538727,14.567579,390.97113
14.568055,388.221802,14.568204,390.649445
14.56868,387.902832,14.568829,390.329559
14.569304,387.583984,14.569453,390.011169
14.569929,387.263977,14.570078,389.693939
14.570554,386.945465,14.570703,389.376434
14.571178,386.62677,14.571326,389.057098
14.571803,386.308044,14.571951,388.737579
14.572428,385.988434,14.572576,388.420868
14.573052,385.666809,14.5732,388.104706
14.573676,385.349243,14.573825,387.787903
14.574301,385.030243,14.57445,387.473755
14.574925,384.712891,14.575074,387.173431
14.57555,384.393829,14.575699,386.890411
14.576175,384.077759,14.576324,386.611267
14.576799,383.758942,14.576947,386.319092
14.577424,383.441589,14.577572,386.007782
14.578049,383.123322,14.578197,385.693329
14.578672,382.805481,14.578821,385.377655
14.579297,382.489807,14.579446,385.0625
14.579922,382.176483,14.58007,384.746643
14.580546,381.852386,14.580695,384.433685
14.581171,381.532776,14.58132,384.120758
14.581796,381.215607,14.581944,383.806091
14.58242,380.898102,14.582568,383.493164
14.583045,380.580414,14.583193,383.180664
14.58367,380.264374,14.583817,382.868134
14.584293,379.948059,14.584442,382.557007
14.584918,379.628906,14.585067,382.245056
14.585543,379.313202,14.585691,381.934113
14.586167,378.996094,14.586316,381.623047
14.586792,378.68158,14.586941,381.311615
14.587417,378.367889,14.587564,381.002136
14.588041,378.053101,14.588189,380.691742
14.588666,377.738342,14.588814,380.381592
14.58929,377.42334,14.589438,380.072357
14.589914,377.109497,14.590063,379.763397
14.590539,376.79303,14.590688,379.451996
14.591164,376.476349,14.591312,379.143463
14.591788,376.164429,14.591937,378.833862
14.592413,375.852875,14.592562,378.524841
14.593038,375.538116,14.593185,378.219147
14.593662,375.222046,14.59381,377.911346
14.594287,374.907043,14.594435,377.602539
14.594911,374.596069,14.595059,377.295959
14.595535,374.284729,14.595684,376.988068
14.59616,373.971802,14.596309,376.680908
14.596785,373.660278,14.596933,376.374756
14.597409,373.349243,14.597558,376.068085
14.598034,373.036743,14.598183,375.760895
14.598659,372.724823,14.598806,375.454346
14.599283,372.413116,14.599431,375.147461
14.599907,372.104065,14.600056,374.840302
14.600532,371.802734,14.60068,374.534302
14.601156,371.516266,14.601305,374.229858
14.601781,371.243469,14.60193,373.92392
14.602406,370.965271,14.602554,373.619415
14.60303,370.670074,14.603179,373.315613
14.603655,370.360046,14.603803,373.010223
14.60428,370.051941,14.604427,372.704254
14.604904,369.742401,14.605052,372.398285
14.605528,369.433594,14.605677,372.092926
14.606153,369.127594,14.606301,371.789154
14.606777,368.818268,14.606926,371.486145
14.607402,368.51062,14.607551,371.183624
14.608027,368.202576,14.608175,370.88089
14.608651,367.894592,14.6088,370.579376
14.609276,367.587616,14.609424,370.275055
14.6099,367.282745,14.610048,369.97345
14.610524,366.976807,14.610673,369.673218
14.611149,366.670471,14.611298,369.371368
14.611773,366.364777,14.611922,369.068237
14.612398,366.05957,14.612547,368.766937
14.613023,365.754791,14.613172,368.465485
14.613647,365.448364,14.613796,368.162445
14.614272,365.144165,14.61442,367.86087
14.614897,364.840332,14.615045,367.56012
14.615521,364.537231,14.615669,367.258453
14.616145,364.234039,14.616294,366.95639
14.61677,363.931366,14.616919,366.656189
14.617394,363.629883,14.617543,366.356262
14.618019,363.326324,14.618168,366.056824
14.618644,363.021454,14.618793,365.756775
14.619268,362.719727,14.619417,365.456726
14.619893,362.417023,14.620041,365.156403
14.620518,362.115814,14.620666,364.856964
14.621141,361.815796,14.62129,364.559296
14.621766,361.512848,14.621915,364.26004
14.622391,361.213226,14.62254,363.960541
14.623015,360.910461,14.623164,363.662994
14.62364,360.609436,14.623789,363.365601
14.624265,360.309509,14.624413,363.066193
14.624889,360.01181,14.625038,362.766113
14.625514,359.711884,14.625662,362.468201
